label,0_x,0_y,0_z,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z,17_x,17_y,17_z,18_x,18_y,18_z,19_x,19_y,19_z,20_x,20_y,20_z,D_4,D_8,D_12,D_16,D_20,A_0,A_1,A_2,A_3,A_4,A_5,A_6,A_7,A_8,A_9,A_10,A_11,A_12,A_13,A_14
A,0.0,0.0,0.0,0.15363748157295595,-0.644123153205692,-0.04489183213883464,0.4709863781696182,-1.2864876966634153,-0.09542367862460666,0.6857022588743782,-1.7263995630309679,-0.13945232683446496,0.7473666699359068,-2.089876188746921,-0.15740419151376006,0.6951982158185344,-1.058215483178866,-0.16814987198924242,1.2408813134496093,-0.9937641195282748,-0.2772435713550641,1.067073963221343,-0.9379322777418307,-0.3121736991926366,0.8494739395715625,-0.9432523018129544,-0.3173246445687246,0.7545773142778559,-0.6248542085389791,-0.2004252849526322,1.2711629968361415,-0.6268785612090463,-0.24293336684602254,1.115684446768331,-0.5961987417383622,-0.2085631836429004,0.9091359997168333,-0.5751644911377385,-0.19359311860610515,0.7952170407186779,-0.2169395883963006,-0.2345878385616526,1.2241835128650278,-0.26859205355694205,-0.25116180753620654,1.0780937807663011,-0.2397211608885909,-0.15435881397723586,0.8864573571684515,-0.20507586010305157,-0.10288976452403088,0.8163984160904274,0.1461834787019146,-0.2717788618376936,1.1323791862393389,0.014446160231682765,-0.2509143834656495,0.9854698409813111,0.03501722608471813,-0.1466678498261718,0.8297111990215263,0.08667963986447338,-0.08067578347138721,2.2250652806442655,1.3084440411944773,1.09307856690107,0.9156686399123279,0.8381184974617228,167.15463446206238,178.8613929233277,163.48450474205555,32.88859053945657,158.6990593663026,117.41939457352687,13.175616190863781,170.31584340128416,140.43539072445415,31.09351323853395,161.75865559972112,164.00769400836847,40.966411791429884,163.9866120131614,141.12316594292867
A,0.0,0.0,0.0,0.14036584762469329,-0.6283097551619342,-0.047519112734908484,0.4416093411813385,-1.2501255635268658,-0.09264451489611526,0.642674450054756,-1.6809265600920227,-0.13430285692621025,0.6906406641306754,-2.0371736643135248,-0.1505283688849695,0.6837050948235713,-1.0589959410031298,-0.1240511889836316,1.2003299824550924,-0.9738911471529197,-0.22732292512332322,1.045196396798371,-0.9120090943263226,-0.26830580937288157,0.8415160517248583,-0.9244351758316693,-0.2791697045735969,0.744153590161478,-0.6497715704774828,-0.1550236770593728,1.2370258268528136,-0.6253599171104224,-0.20255030888038258,1.087537812788894,-0.594187228994009,-0.18179183676504843,0.8846787631688579,-0.5827439940577619,-0.1704163823521256,0.7829711144806807,-0.25780033976267797,-0.19170987661437022,1.181766627855777,-0.27487319520568354,-0.2093006554746979,1.0419865189488073,-0.2504531953401122,-0.12952450971341364,0.8562398315313953,-0.22745655168727352,-0.08567846348090778,0.8022168417027017,0.09976291453512748,-0.23334640762092584,1.0764557030215536,0.004667361967319143,-0.21259318684423817,0.9413924786397346,0.015883572144068596,-0.123316523229283,0.7983010355568568,0.052965024772995334,-0.06626281546003485,2.1563209073240057,1.2808846097823305,1.0729812766243214,0.890069621496446,0.8027954894822495,166.7682481732748,178.48395837527954,162.51966346936297,39.66825800473132,152.8621231577096,114.0896898716126,14.687447499305916,170.3569658731941,136.27664785004137,27.742765586512718,163.624417703229,161.15471560616226,39.85664952407704,164.9801502856872,147.13907899984758
A,0.0,0.0,0.0,0.1444190428357444,-0.6305589872815114,-0.04746499855865757,0.45048809080971974,-1.260275504063803,-0.09441871527276781,0.6547536519988231,-1.6955357822410078,-0.13738360454797524,0.7125824889044705,-2.0538456396651683,-0.1545024113350858,0.6854581805338568,-1.0626006629942044,-0.13345074424826003,1.2090925335111342,-0.9778591600193837,-0.24349114074377062,1.0465488240419085,-0.9168508446662161,-0.28965976302822244,0.835860217091836,-0.929963724723069,-0.3034808110807293,0.7429790555343273,-0.6483550121722628,-0.1661863448915827,1.2386982360832315,-0.6219403389479402,-0.21393480895501987,1.085655328378317,-0.5892255811589077,-0.19154577584213547,0.8808032795440249,-0.5749859294126958,-0.1812730548937689,0.7795329972192959,-0.25273444279160956,-0.2045577834706555,1.1786061679470394,-0.26932936036071786,-0.22098393214027667,1.0360885523370884,-0.24265833167267867,-0.1352300835817447,0.849059728900599,-0.21667812134180597,-0.08941681449686158,0.7955995542541744,0.1057429026862439,-0.24811606531428873,1.0739505403234773,0.010550443248743775,-0.22535154643475874,0.9340244250771149,0.02518431604235716,-0.13038212882626896,0.7887766983005192,0.06574660642054,-0.07041307428457332,2.1794326578660947,1.286699434410318,1.067372079786899,0.8808218879113638,0.7946378401938147,167.0055825066129,178.5103678467634,163.88552173040483,39.71619311027175,153.7463947314203,114.30924124756523,15.23903838516658,170.3746743998456,136.06181548793518,29.29815452810804,162.85575756590538,160.68807446517414,40.33144572068375,165.02909993742395,146.10276079688623
A,0.0,0.0,0.0,0.14020341390008412,-0.6107720692442556,-0.03543916527932926,0.4290577267235733,-1.2119970467777963,-0.07625130273040331,0.6301785475395345,-1.6330596594736764,-0.11527179387492022,0.6818602444756395,-1.9819794168817533,-0.12844499889389738,0.6543266116884613,-1.0477122281609228,-0.11341626466137425,1.1942303905130955,-0.964929796989677,-0.21509632524353553,1.0447132842290676,-0.8907131941623686,-0.2511676159160013,0.8471814802908126,-0.8968155455745239,-0.2570125066858125,0.7290591402576545,-0.6688589157801426,-0.14526018307912825,1.229359180735143,-0.6374714546725206,-0.18412130795797707,1.0862189166208112,-0.5991433769650439,-0.1538764511543352,0.8965825115049151,-0.5893866276431134,-0.13774855539158465,0.7838122846723502,-0.29839428201953744,-0.1827037220821443,1.1815755082361314,-0.29791433410814866,-0.19238872120023662,1.048337365794364,-0.2699648560415822,-0.10848663985481026,0.8745969523859557,-0.248901936514836,-0.06355067770099221,0.8203553506271961,0.04013847483289408,-0.22453502689130944,1.0913931495833176,-0.03837355222419506,-0.19611918391408084,0.9590478782750278,-0.014013821549659638,-0.10627517895079541,0.8249575908733897,0.01875778157486305,-0.04980201002265966,2.0999223603933945,1.2601785635078817,1.0817631262404224,0.9115430279256665,0.8266723179782509,167.28606172990507,178.71471732417922,162.72368206236405,41.636317420407245,150.17451877008014,113.79589123409166,19.710231456997217,166.34024461638035,134.02120179896045,32.27569512261247,162.17330963272602,156.58372762168497,39.84980212589893,168.15854801657875,151.79720404505557
A,0.0,0.0,0.0,0.13716018298907007,-0.614969609586438,-0.01837756557713247,0.41288433843241307,-1.1844576627050598,-0.05130478345148036,0.6067740282795773,-1.5778645969084624,-0.08653115262527207,0.6618526857106201,-1.9074031262607667,-0.10143932254043807,0.6895298616628053,-1.0049307993749426,-0.09075694740204528,1.1427452111110419,-0.9409482056792868,-0.17658514164652242,1.0043472839032126,-0.8538126888451696,-0.21499951735054249,0.8197709689146787,-0.8545344880552627,-0.228325761456989,0.7588082685760069,-0.6383385137657523,-0.12935978271477222,1.1678967882306202,-0.6166501411290471,-0.14686200584155032,1.0366566158892079,-0.5542604294347654,-0.1220273944309761,0.8653469843502404,-0.5351217505244729,-0.1171266589015381,0.7984993681005407,-0.27180821139787403,-0.17058981263063663,1.1173207331290118,-0.287520526568721,-0.16530637423626807,0.9951482724898195,-0.2381294862805868,-0.08897590043061157,0.8380886754287792,-0.2086027653277928,-0.05535743982919488,0.8098302538137009,0.06757535188290441,-0.21484298784114517,1.0314910547787568,-0.01604719927461057,-0.1819171954176593,0.9079177728859174,0.01253702720888429,-0.09267790408067245,0.78676113900152,0.05179773605783033,-0.03744529795652996,2.0215156689497045,1.2059793887526,1.0241578713430213,0.8654317926496639,0.7893530551297937,166.68555712347563,178.33795516769868,163.1623658400758,46.50016814616705,146.73274310850226,116.7313708122302,29.19293113689081,159.41152349625222,136.78681311341347,36.01861835745194,158.96512482752354,159.8650478055753,43.642798497655505,167.55467993081757,146.05265320383086
A,0.0,0.0,0.0,0.14482730531344182,-0.6089768560270464,-0.020434107766704127,0.4138050139227411,-1.1783402190381018,-0.057256660469566144,0.6033985595253507,-1.5779701077346164,-0.09573369642826855,0.6497708372891181,-1.9066626534233888,-0.11304499620976229,0.6953745388784527,-0.9980727403819428,-0.09316338739269263,1.1434556724202134,-0.9287991305124862,-0.17529009410371132,1.0082665151431591,-0.8490028805988041,-0.21046885582477018,0.8312709051240195,-0.852181736832548,-0.22289726668732673,0.7623300069151511,-0.6338772554617768,-0.13058554883673487,1.1710756356386798,-0.5991680686944245,-0.14833664692732457,1.0410894033786744,-0.5451799633241295,-0.12268306775568659,0.8699582953201809,-0.5292300845158585,-0.1159212233893814,0.7999848195666809,-0.2687652836657288,-0.17050045798664817,1.1162331099398013,-0.2618739737268196,-0.16395209850318954,0.9944104644206496,-0.2212373442748001,-0.09124442196945612,0.8358244916715862,-0.19846399164128672,-0.059464350073434924,0.8114548923427652,0.07505296701733015,-0.21381457054042358,1.0199782103653459,0.018826969237403686,-0.18113541881250747,0.8971967678169428,0.037998364103477233,-0.09829814847980364,0.7764446391121798,0.06691787843763035,-0.047047237945016813,2.0175093026102715,1.2111598663237344,1.024865673142168,0.8611193562949995,0.7807417771958227,168.01208826845792,178.37237769708733,162.57902855566664,45.28151345249246,147.62505905190918,116.41636843296727,28.322176747714252,161.07880205500757,135.31211659126322,36.0087857900947,159.3497119287263,156.6126456398442,42.70175827733581,168.03813547307524,149.1564956416675
A,0.0,0.0,0.0,0.13010116923369375,-0.5936187858549861,-0.02085707597088159,0.4035446000533489,-1.1674762444872697,-0.05921423843319638,0.595498931034734,-1.5632373790204845,-0.09998546056642757,0.6518453480006045,-1.8939449023026291,-0.11807892857194924,0.6622216878225304,-1.0317536642723095,-0.10177034243398529,1.1503629627844936,-0.9580774315437748,-0.1983312591911615,1.010989396943144,-0.8629868104548288,-0.23896055920282214,0.8212261761891738,-0.8651433305768302,-0.25069784672224016,0.7308199201258441,-0.6671909023662264,-0.14407825702372873,1.1787396475625234,-0.6343309940255595,-0.17745769793829755,1.0391063100295188,-0.5712293024229698,-0.15287991472493132,0.8545566829139906,-0.5596018384882395,-0.14192203956514973,0.7734252447656955,-0.29815529392913026,-0.19008024353991718,1.126521732628275,-0.3008868745536302,-0.1952652138661294,0.9934721028091389,-0.2537236117234488,-0.11490479997690806,0.8248008906331266,-0.23190313552548378,-0.0743572028751748,0.7919100241481147,0.0483030068035545,-0.23978486303364047,1.0287598906487756,-0.025355239070165222,-0.21482196223412728,0.8959338858611375,0.004465582608876061,-0.1269884101173703,0.7637154562750866,0.03729643526099554,-0.07059331298283435,2.0064576457131715,1.2189072258588962,1.0312920087282322,0.8600026552721624,0.7678774238604321,166.81494393542428,178.11536236228537,163.68914473760185,49.14551065325237,144.07154742790013,114.54543808999428,28.722351731869203,158.63942587250855,133.53951901917074,34.054714604867605,160.2471574295942,156.25281966074377,38.826428552053805,169.5944326062996,149.49490484126915
A,0.0,0.0,0.0,0.1428471102829154,-0.5884721623426196,-0.015197100045167581,0.41867602316629565,-1.1559042868828482,-0.04709084589386802,0.6107742466662012,-1.5429648389163848,-0.08490101204428727,0.6762186875192313,-1.8693046881194915,-0.09968058760766667,0.6675152014953318,-1.0262218662366172,-0.07723719862759686,1.1499470647145877,-0.9266065623178952,-0.17582742112271718,1.0109336409437322,-0.8332205927798222,-0.22058497357470297,0.8200646257847669,-0.8414333874540406,-0.23432627685691915,0.7287135972290937,-0.6736834773845776,-0.12299213597810972,1.1798980505858983,-0.609719491157842,-0.15919610143017165,1.0396513137015713,-0.5398719976362206,-0.13819799858257334,0.8539572194792733,-0.5301590796339951,-0.12942533003830228,0.7710160146793217,-0.3134612964182928,-0.1741838017883029,1.1248727196426689,-0.2886927568999569,-0.1822734425970701,0.9950110572625702,-0.23614961611285165,-0.10326385092678098,0.8286938838387251,-0.21725124337867466,-0.062194441938938146,0.7907095160592522,0.024948807445336167,-0.2293250177289595,1.0449073038957322,-0.028767272092592496,-0.20084676865642354,0.9131617219559486,0.0038246218060533025,-0.11038292682212805,0.7782800938022398,0.029598830594561514,-0.052908366832410444,1.9903537248241958,1.198092208476258,1.0134409200711505,0.8589527370405118,0.7806377459886639,167.6428309141198,177.84145116836297,164.7786655050423,52.22168128009515,142.6136381686528,111.65640480215009,34.47741947313242,156.10889395417954,129.3983834875172,37.47254126080972,158.75492942881107,152.03239714985298,39.984509241594694,168.69705390018152,153.77781917964563
A,0.0,0.0,0.0,0.14833236527963659,-0.5971889699234644,-0.021028435012926578,0.41816360471062786,-1.1452492959306615,-0.05510612597257237,0.6109312121151352,-1.530758723756068,-0.09635821259437806,0.6697323657305954,-1.865552498137592,-0.11527698895038413,0.6995516821661865,-0.9965740150014551,-0.05739038735912033,1.1640015562555128,-0.9300111500946885,-0.1558595639327924,1.031423330213155,-0.8541723144022254,-0.20920157255942443,0.8423632421075313,-0.8581515362899863,-0.22892658706973662,0.766667344860631,-0.6342984886322037,-0.09943143186765703,1.183610251830659,-0.6123580349498737,-0.13071300689360704,1.054460328410369,-0.5647327209455396,-0.1188419220265773,0.88380531561188,-0.548977044735728,-0.11767251007084377,0.8081802898762205,-0.27460097752485685,-0.1489173044902071,1.135898696589755,-0.28479622865997234,-0.1538456709575757,1.019719284374878,-0.2500039522067169,-0.0831658223263637,0.8604134475342846,-0.22364009157460862,-0.04765044832675537,0.8241111809547864,0.05640211026627921,-0.20357902817818893,1.057460669569378,-0.01766357144735791,-0.17241625899435048,0.943745024324791,0.0015366309834802235,-0.08566878209624344,0.8189165553429281,0.029444295137555702,-0.029151092029158762,1.985476353220047,1.224094470683604,1.047059908112693,0.8902790329346599,0.8199640707356433,167.6867965758577,177.69866154453155,163.28721499315216,48.61686747643521,147.06336914469577,116.8811036111464,23.186860136274788,164.37934903462394,137.53230670508515,32.600833035768474,160.94099299010466,160.84391678077876,44.83898931450016,166.63427428554832,149.97283538630631
A,0.0,0.0,0.0,0.1529772636230885,-0.5833337904136223,-0.017157044372954927,0.4231652027165881,-1.1238392360213385,-0.052678688587098524,0.6121416114013332,-1.5014269390437314,-0.09270887544175245,0.6614503205880204,-1.8244690835133828,-0.11238281618921094,0.7214519964495678,-0.9669626574829815,-0.08111549824894866,1.1565759398741735,-0.8868305233560457,-0.17134503534165563,1.026301878378094,-0.7997067318727306,-0.2164474648752269,0.8515258928918475,-0.8067583556892111,-0.23426850845039424,0.785596839756656,-0.6063428048759387,-0.12323152331905288,1.1823816172790418,-0.5633325673447952,-0.14947355638840285,1.0541317975635476,-0.5026531542056516,-0.1305525913077983,0.8871693919948439,-0.4912429155786689,-0.1259585956829936,0.8175891953886801,-0.24251665694238533,-0.16918132170771194,1.1203246366783526,-0.22589016684700092,-0.17297927710948208,1.0002722818922944,-0.1830070050554067,-0.10184330592826259,0.8411899010722705,-0.16746157236261952,-0.06779028844258612,0.8176416868052783,0.09935495599899416,-0.21892853563388817,1.030582752736166,0.05728806895791665,-0.19482201867326818,0.9088378819889735,0.08184807189104594,-0.11373797928425758,0.7816315783464841,0.09801310263418463,-0.060847047565895276,1.943922287715426,1.1961760425586152,1.0218878118586032,0.8603716354525329,0.7900992695566055,168.02067423482563,177.94828228310723,162.03780446224528,51.705995171175324,143.19370410673784,116.51552291544189,31.5759466070171,157.83425673941574,136.2382418818693,35.8013053420335,158.42989327457764,157.82560426639407,39.47703494146987,168.6639915915729,152.20645531942037
